Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Length,Width,Depth,Price
210045-109,OVAL,3.51,VS2,I,EX,EX,VG,F,12.57,8.38,5.04,58319.66
211016-519,PEAR,3.51,SI2,J,EX,EX,EX,N,13.99,8.12,5.06,36351.45
200522-744,PEAR,3.51,SI2,I,EX,EX,VG,N,12.85,8.49,5.31,32422.69
200224-23,ROUND,3.51,SI2,G,EX,EX,EX,VSL,9.72,9.65,6.04,41721.05
201128-224,ROUND,3.51,SI1,E,EX,EX,EX,ST,9.68,9.71,6.05,64962.74
200705-26,OVAL,3.5,VS1,M,GD,EX,VG,F,11.03,8.11,5.46,20445.56
201158-176,OVAL,3.5,SI2,H,EX,EX,EX,ST,11.71,8.72,5.31,21950.04
200640-10,PEAR,3.5,VS2,I,EX,EX,EX,M,13.9,8.35,5.17,48300.71
201246-5,ROUND,3.5,VVS2,N,EX,EX,EX,N,9.64,9.7,6.09,24875.26
200641-52,ROUND,3.5,VS1,H,EX,EX,EX,M,9.68,9.74,6.03,63862.47
210038-68,EMERALD,3.42,VS2,L,EX,EX,EX,F,9.92,7.47,4.95,25772.43
200804-26,ROUND,3.42,VVS2,J,EX,EX,EX,N,9.55,9.61,6.0,57201.17
201205-419,ROUND,3.41,VS1,N,EX,EX,EX,ST,9.56,9.61,6.0,25536.38
200642-23,OVAL,3.4,SI2,E,EX,EX,EX,N,12.07,8.32,5.16,57854.23
200670-61,ROUND,3.4,SI2,N,EX,EX,EX,N,9.7,9.74,5.84,21846.54
211016-707,PEAR,3.37,SI2,H,EX,EX,EX,SL,13.77,8.28,4.93,28104.43
210015-52,ROUND,3.32,VVS2,S-T,EX,EX,EX,N,9.45,9.5,5.94,20168.21
200659-830,OVAL,3.31,SI2,I,EX,EX,EX,N,11.43,8.53,5.23,35799.7
211011-166,OVAL,3.31,SI2,G,EX,EX,EX,F,12.98,8.19,4.84,50509.44
200707-63,OVAL,3.31,SI1,E,EX,EX,EX,ST,12.68,7.94,4.98,52532.95
200426-127,EMERALD,3.3,SI2,G,EX,EX,EX,N,10.7,6.88,4.52,23231.04
210036-35,ROUND,3.3,VS2,L,EX,EX,EX,N,9.53,9.56,5.85,35873.79
200802-43,CUSHION,3.29,VVS1,FANCY,EX,EX,VG,N,8.36,8.03,5.41,23485.91
200706-39,EMERALD,3.28,SI1,H,EX,EX,EX,N,9.75,7.2,4.87,38769.39
200792-20,ROUND,3.26,VVS2,N,EX,EX,EX,N,9.53,9.59,5.79,24852.19
200704-41,CUSHION,3.25,VS1,G,EX,EX,EX,ST,8.82,8.09,5.43,42790.36
200705-10,CUSHION,3.21,VS2,FANCY,EX,EX,EX,N,8.33,7.97,5.38,22271.94
201159-71,EMERALD,3.21,IF,F,EX,EX,EX,F,10.21,6.96,4.59,67225.88
200647-237,MARQUISE,3.2,SI2,H,EX,EX,EX,N,16.0,7.5,4.46,45326.5
200780-18,OVAL,3.2,SI2,D,EX,EX,EX,ST,12.03,8.08,4.99,41575.16
200672-1094,OVAL,3.2,VS1,G,EX,EX,EX,N,12.75,8.03,4.75,69960.98
201205-303,ROUND,3.2,VS1,L,EX,EX,EX,N,9.36,9.42,5.85,33220.8
200326-542,ROUND,3.2,IF,L,EX,EX,EX,ST,9.28,9.34,5.92,34709.3
200651-15,ROUND,3.2,SI2,K,EX,EX,EX,N,9.41,9.47,5.86,31435.37
201158-273,ROUND,3.2,SI2,K,EX,EX,EX,N,9.39,9.45,5.79,31017.72
200807-287,ROUND,3.2,SI1,K,EX,EX,EX,F,9.44,9.49,5.84,32622.75
200803-49,ROUND,3.2,VVS2,K,EX,EX,EX,N,9.34,9.4,5.85,43709.97
210049-416,ROUND,3.2,SI2,I,EX,EX,EX,N,9.34,9.4,5.88,43325.7
210032-97,ROUND,3.2,VS1,I,EX,EX,EX,N,9.5,9.54,5.78,59812.97
201234-107,ROUND,3.2,SI2,H,EX,EX,EX,N,9.34,9.27,5.87,30228.24
211012-102,ROUND,3.2,SI2,G,EX,EX,EX,ST,9.55,9.6,5.78,36434.25
200709-218,ROUND,3.16,SI2,D,EX,EX,EX,ST,9.41,9.46,5.79,44828.86
200347-215,OVAL,3.11,SI2,G,EX,EX,EX,VSL,12.46,8.15,4.97,33059.03
200787-717,OVAL,3.06,SI2,H,EX,VG,VG,N,12.2,7.94,4.88,24926.66
201196-39,CUSHION,3.05,VS1,D,EX,EX,EX,VS,8.9,7.73,5.26,42268.93
211012-4,CUSHION,3.02,VVS2,FANCY,EX,EX,EX,N,8.33,7.75,5.27,20639.98
210010-9,EMERALD,3.02,VS2,K,EX,EX,EX,F,10.41,6.71,4.39,29444.33
210035-178,EMERALD,3.02,SI1,J,EX,EX,VG,N,9.36,6.91,4.71,30940.63
200723-2,PRINCESS,3.02,VS1,F,EX,EX,EX,N,7.74,7.68,5.59,51503.86
201215-142,PEAR,3.02,SI2,D,EX,EX,EX,F,12.3,8.11,5.05,47959.29
210045-68,PEAR,3.02,SI2,L,EX,EX,EX,N,12.19,8.07,4.92,22009.99
211016-566,CUSHION,3.01,VS2,F,VG,EX,VG,N,8.74,7.6,5.31,48085.21
200644-84,EMERALD,3.01,VS2,D,EX,EX,GD,N,10.2,6.7,4.38,52769.31
210036-44,EMERALD,3.01,SI1,J,EX,EX,EX,N,9.45,7.0,4.75,30229.61
200573-3,EMERALD,3.01,VS1,H,EX,EX,EX,N,9.38,6.93,4.71,49964.76
210046-84,PRINCESS,3.01,SI1,J,EX,EX,EX,N,7.98,7.84,5.71,25759.06
200707-90,PRINCESS,3.01,SI2,I,EX,EX,EX,N,8.03,7.98,5.75,23902.65
210035-99,PRINCESS,3.01,VS2,F,EX,EX,EX,N,7.92,7.9,5.75,49921.28
210039-58,MARQUISE,3.01,SI1,H,VG,EX,VG,N,15.41,7.47,4.26,49306.14
200672-1030,OVAL,3.01,SI2,I,EX,EX,EX,N,11.22,8.23,5.15,21353.73
200677-64,OVAL,3.01,SI1,I,EX,EX,VG,N,10.88,8.18,5.14,35814.22
210036-37,OVAL,3.01,VS2,I,EX,EX,EX,N,11.13,8.29,5.19,44972.97
200767-64,OVAL,3.01,SI2,H,EX,VG,VG,N,10.85,8.17,5.0,21481.55
201201-139,OVAL,3.01,SI1,H,EX,EX,EX,M,11.1,8.19,5.04,40943.9
200793-889,OVAL,3.01,SI2,G,EX,EX,EX,F,11.29,8.29,4.95,37910.0
200431-706,OVAL,3.01,SI2,G,EX,EX,EX,N,12.43,8.07,4.68,26004.06
201222-146,OVAL,3.01,VS1,G,EX,EX,EX,N,11.98,7.98,4.92,66191.1
200773-97,OVAL,3.01,SI2,F,EX,EX,EX,N,10.83,8.03,5.05,44511.64
200672-1172,OVAL,3.01,SI2,F,EX,EX,EX,N,11.28,8.13,4.96,47247.46
200793-1455,OVAL,3.01,SI2,F,EX,VG,VG,N,10.98,8.19,5.07,29290.4
200707-57,OVAL,3.01,SI1,F,EX,EX,EX,M,11.16,8.32,5.15,47870.47
211016-457,OVAL,3.01,SI1,F,VG,EX,VG,N,10.8,8.12,5.19,54726.94
201215-76,OVAL,3.01,SI1,F,EX,EX,EX,M,10.88,8.12,5.1,49281.4
200647-327,PEAR,3.01,SI2,J,VG,EX,EX,N,13.45,7.78,4.45,29674.48
200782-75,PEAR,3.01,SI2,I,EX,EX,EX,N,13.07,7.83,4.89,24583.0
201167-283,PEAR,3.01,SI2,H,EX,EX,EX,VSL,12.41,8.09,5.0,20314.72
200775-65,PEAR,3.01,SI2,H,EX,EX,EX,VSL,12.31,8.16,4.91,21065.21
200524-76,PEAR,3.01,SI2,G,EX,EX,EX,SL,12.84,8.06,4.93,22422.41
201215-43,PEAR,3.01,SI1,E,EX,EX,EX,ST,13.34,7.77,4.73,46927.22
200675-11,ROUND,3.01,VVS2,M,EX,EX,EX,F,9.16,9.21,5.75,26698.7
210032-91,ROUND,3.01,VS2,L,EX,EX,EX,M,9.13,9.2,5.75,25215.48
210005-28,ROUND,3.01,VS1,L,EX,EX,EX,F,9.22,9.27,5.75,30406.88
200765-4,ROUND,3.01,SI2,K,EX,EX,EX,F,9.26,9.32,5.71,25843.07
210038-76,ROUND,3.01,VS2,K,EX,EX,EX,N,9.14,9.19,5.79,36919.61
210038-58,ROUND,3.01,VS1,K,EX,EX,EX,N,9.23,9.29,5.73,40216.09
210004-6,ROUND,3.01,VVS2,K,EX,EX,EX,F,9.17,9.24,5.71,42102.13
200659-564,ROUND,3.01,SI2,J,EX,EX,EX,N,9.26,9.28,5.7,28884.46
200802-48,ROUND,3.01,SI2,J,EX,EX,EX,N,9.24,9.17,5.72,22966.55
201220-19,ROUND,3.01,SI2,J,EX,EX,EX,N,9.35,9.3,5.69,23634.54
200782-59,ROUND,3.01,SI2,H,EX,EX,EX,N,9.11,9.17,5.8,42972.36
200674-6,ROUND,3.01,VS2,H,EX,EX,EX,N,9.29,9.33,5.74,63858.29
200672-450,ROUND,3.01,SI2,G,EX,EX,EX,VSL,9.2,9.17,5.65,31021.31
200677-89,ROUND,3.01,SI2,G,EX,EX,EX,VSL,9.29,9.24,5.76,25526.54
200545-99,ROUND,3.01,SI2,G,EX,EX,EX,N,9.21,9.23,5.71,47142.44
200706-91,ROUND,3.01,VVS2,G,EX,EX,EX,M,9.16,9.22,5.77,63754.53
200672-449,ROUND,3.01,SI2,F,EX,EX,EX,N,9.22,9.14,5.76,35284.34
200499-58,ROUND,3.01,SI2,E,EX,EX,EX,N,9.42,9.36,5.64,40556.69
200807-312,ROUND,3.01,SI1,E,EX,EX,EX,ST,9.21,9.27,5.75,48565.13
210025-22,CUSHION,3.01,VS1,D,EX,EX,EX,VS,8.52,8.25,5.59,45881.63
201216-25,CUSHION,3.0,VS1,D,EX,EX,EX,ST,8.83,7.67,5.2,44639.08
201196-42,CUSHION,3.0,VVS1,F,EX,EX,EX,ST,9.04,7.75,5.2,42418.65
200707-73,CUSHION,3.0,SI2,E,EX,EX,EX,N,8.55,7.79,5.3,32057.42
200577-36,EMERALD,3.0,SI1,I,EX,EX,EX,N,9.41,7.06,4.78,30076.62
200569-10,EMERALD,3.0,IF,I,EX,EX,EX,F,9.43,7.09,4.77,41779.45
201220-125,EMERALD,3.0,VS2,F,EX,EX,VG,F,9.75,6.81,4.61,46890.16
201211-4,EMERALD,3.0,VS1,F,VG,EX,GD,N,9.11,6.89,4.81,49289.91
201158-216,EMERALD,3.0,VVS2,E,VG,VG,VG,N,9.44,7.08,4.63,58989.44
201205-119,PRINCESS,3.0,VS1,K,EX,EX,EX,N,7.81,7.66,5.68,27207.55
201228-221,PRINCESS,3.0,SI2,J,VG,VG,VG,N,7.69,7.51,5.63,20319.06
210035-40,PRINCESS,3.0,SI2,H,EX,EX,EX,N,8.03,7.92,5.72,21308.79
210035-185,PRINCESS,3.0,SI1,H,EX,EX,EX,N,8.09,7.93,5.71,38157.33
200639-61,PRINCESS,3.0,VS1,H,EX,VG,EX,N,7.98,7.9,5.77,42286.98
200712-316,PRINCESS,3.0,VS1,E,VG,EX,VG,N,7.62,7.41,5.54,53960.12
211016-30,OVAL,3.0,SI2,D,VG,EX,VG,N,10.78,8.02,5.15,45404.92
200803-54,OVAL,3.0,SI1,D,EX,EX,EX,N,11.04,8.01,5.04,62239.53
210004-24,OVAL,3.0,SI1,D,EX,EX,EX,N,11.1,8.24,5.19,66104.88
200518-171,OVAL,3.0,VS2,D,EX,EX,EX,F,10.95,8.19,5.04,65422.11
210049-535,OVAL,3.0,SI1,I,EX,EX,EX,N,12.21,7.93,4.92,42148.13
200310-505,OVAL,3.0,SI2,H,EX,EX,EX,VSL,11.22,8.16,5.06,26852.05
200561-33,OVAL,3.0,SI2,H,EX,EX,EX,ST,11.04,8.17,5.1,21283.17
200672-1244,OVAL,3.0,SI2,H,EX,VG,VG,N,12.27,7.84,4.59,26155.3
200407-73,OVAL,3.0,SI2,H,EX,EX,EX,N,12.08,8.01,4.88,25832.54
200647-271,OVAL,3.0,SI2,H,EX,EX,VG,M,11.67,8.06,4.92,32472.15
211016-487,OVAL,3.0,SI2,G,EX,EX,VG,N,11.27,8.07,5.0,43669.18
201222-192,OVAL,3.0,SI2,G,EX,EX,VG,F,12.61,7.94,4.69,43325.3
201184-106,OVAL,3.0,SI2,F,EX,VG,VG,SL,10.88,8.09,5.06,24435.64
200643-47,OVAL,3.0,SI2,F,EX,EX,EX,N,11.8,8.13,4.91,46231.72
200635-121,OVAL,3.0,VVS1,E,EX,EX,EX,ST,10.97,8.18,5.15,68187.9
200807-305,PEAR,3.0,SI1,D,EX,EX,EX,M,12.07,8.1,5.04,49943.23
201248-117,PEAR,3.0,SI1,J,EX,EX,EX,N,12.13,8.01,5.04,34965.17
210049-597,PEAR,3.0,SI2,I,EX,EX,EX,F,12.82,8.16,4.71,34928.97
201161-90,PEAR,3.0,SI2,G,EX,VG,VG,N,12.08,8.0,4.99,24335.81
201166-38,PEAR,3.0,SI2,E,GD,EX,VG,N,11.69,7.84,5.13,36943.57
201148-70,PEAR,3.0,SI1,E,EX,EX,EX,M,13.73,7.98,4.64,49444.08
211012-153,ROUND,3.0,VS2,N,EX,EX,EX,M,9.14,9.19,5.81,20227.7
210032-174,ROUND,3.0,VVS2,L,EX,EX,EX,F,9.17,9.24,5.63,34661.13
200601-180,ROUND,3.0,SI2,J,EX,EX,EX,N,9.24,9.19,5.67,22289.66
210038-62,ROUND,3.0,VS2,J,EX,EX,EX,N,9.24,9.29,5.7,43159.83
201205-166,ROUND,3.0,VS1,J,EX,EX,EX,M,9.13,9.19,5.79,37738.14
201246-33,ROUND,3.0,VVS2,J,EX,EX,EX,M,9.13,9.18,5.76,39850.36
211012-208,ROUND,3.0,VS2,I,EX,EX,EX,M,9.22,9.25,5.74,44000.12
200530-8,ROUND,3.0,VS1,I,EX,EX,EX,N,9.29,9.35,5.67,56094.61
200793-1450,ROUND,3.0,SI2,G,EX,EX,EX,ST,9.15,9.09,5.71,26039.38
201158-368,ROUND,3.0,SI2,G,EX,EX,EX,N,9.23,9.19,5.72,31576.22
200807-165,ROUND,3.0,VS1,G,EX,EX,EX,ST,9.23,9.29,5.68,61581.66
201237-36,ROUND,3.0,SI2,F,EX,EX,EX,N,9.11,9.17,5.78,48390.72
211014-29,CUSHION,3.0,VS2,K,EX,EX,VG,N,8.34,8.34,5.68,22570.19
211016-639,CUSHION,3.0,SI2,F,EX,EX,EX,N,8.36,8.29,5.62,35542.74
200559-156,OVAL,2.9,SI2,J,EX,EX,EX,F,11.93,7.79,4.8,26618.47
200647-299,OVAL,2.9,SI2,I,EX,EX,EX,M,10.78,8.03,5.05,29071.55
210036-46,ROUND,2.9,VS1,M,EX,EX,EX,F,8.99,9.04,5.71,23601.22
200706-149,ROUND,2.9,VS1,M,EX,EX,EX,N,9.13,9.18,5.58,22894.17
200633-69,ROUND,2.9,SI2,K,EX,EX,EX,ST,8.98,9.04,5.72,24213.32
200765-53,ROUND,2.9,SI2,J,EX,EX,EX,N,9.05,9.12,5.64,31293.62
210010-14,ROUND,2.9,VS2,J,EX,EX,EX,F,9.04,9.08,5.68,34747.55
210049-346,ROUND,2.9,SI1,H,EX,EX,EX,N,9.22,9.27,5.55,47744.1
210039-74,ROUND,2.9,SI2,G,EX,EX,EX,ST,9.09,9.05,5.71,26617.96
200659-931,ROUND,2.9,SI2,E,EX,EX,EX,VSL,9.13,9.09,5.6,29293.45
200647-306,OVAL,2.89,SI1,K,EX,EX,EX,N,10.7,8.03,5.0,23764.33
210049-240,ROUND,2.81,VS2,M,EX,EX,EX,N,8.9,8.95,5.65,21062.6
211012-200,ROUND,2.81,VS2,L,EX,EX,EX,ST,8.98,9.03,5.66,20470.39
210032-154,ROUND,2.81,VS2,I,EX,EX,EX,M,8.9,8.97,5.62,41063.07
210039-70,ROUND,2.81,SI2,H,EX,EX,EX,N,9.01,8.96,5.65,26216.09
210049-550,ROUND,2.81,SI2,H,EX,EX,EX,N,9.03,9.07,5.66,39170.85
211016-582,ROUND,2.79,SI2,G,EX,EX,EX,F,8.99,9.04,5.6,36259.32
201167-97,PEAR,2.75,SI2,F,EX,VG,VG,N,11.67,7.71,4.83,22573.89
210035-152,PRINCESS,2.71,SI2,H,VG,EX,EX,N,7.51,7.42,5.51,22526.14
211016-565,OVAL,2.71,SI2,G,EX,VG,VG,N,10.69,7.96,4.98,21627.36
200793-956,OVAL,2.71,SI1,G,EX,EX,EX,N,10.72,8.04,4.97,37251.74
200804-43,PEAR,2.71,VS2,H,EX,EX,EX,N,12.52,7.8,4.71,39017.27
210049-394,ROUND,2.71,SI1,D,EX,EX,EX,F,8.84,8.89,5.55,50573.23
200518-269,ROUND,2.71,VS1,H,EX,EX,EX,F,8.95,8.99,5.56,46692.27
201222-185,OVAL,2.7,VS2,K,EX,EX,EX,ST,10.62,7.91,4.89,20430.41
200333-81,OVAL,2.7,SI2,I,EX,EX,EX,F,10.73,7.94,5.0,26787.68
201167-315,OVAL,2.69,SI2,D,EX,EX,EX,ST,10.55,7.86,4.96,27914.85
201215-87,OVAL,2.68,SI1,F,EX,EX,EX,M,10.73,7.9,4.88,37225.28
210003-126,ROUND,2.67,SI2,D,EX,EX,EX,N,8.88,8.91,5.53,40931.29
200642-1,PEAR,2.62,VS1,H,EX,EX,EX,F,11.67,7.65,4.79,36027.5
210049-317,ROUND,2.62,VS1,G,EX,EX,EX,N,8.76,8.8,5.49,53699.65
201225-407,OVAL,2.61,SI1,H,EX,EX,EX,ST,10.53,7.85,4.89,29310.16
210032-72,ROUND,2.61,VS1,J,EX,EX,EX,N,8.71,8.77,5.49,35266.29
201196-37,ROUND,2.61,IF,G,EX,EX,EX,M,8.82,8.89,5.38,53111.43
200706-85,PRINCESS,2.6,SI1,J,EX,EX,EX,N,7.72,7.61,5.52,21150.86
201205-456,PRINCESS,2.6,VS1,J,EX,EX,EX,N,7.68,7.61,5.48,21843.33
200641-32,OVAL,2.6,SI2,J,EX,EX,VG,N,10.47,7.82,4.68,20936.28
200647-168,OVAL,2.6,SI2,H,EX,EX,VG,N,11.64,7.35,4.53,27130.05
200617-78,OVAL,2.6,SI2,H,EX,EX,EX,N,11.09,7.6,4.71,26836.1
211002-69,OVAL,2.6,SI1,H,EX,EX,EX,N,10.56,7.87,4.93,32899.7
201222-234,OVAL,2.6,SI1,G,EX,EX,EX,N,10.92,7.74,4.74,36607.45
200638-6,OVAL,2.6,SI2,F,EX,EX,VG,N,10.6,7.73,4.84,27073.41
200747-6,PEAR,2.6,SI1,I,EX,EX,EX,M,11.84,7.83,4.66,21426.14
210038-43,ROUND,2.6,SI2,J,EX,EX,EX,N,8.7,8.76,5.48,24121.31
210032-48,ROUND,2.6,VS1,J,EX,EX,EX,M,8.7,8.76,5.48,29768.21
210032-39,ROUND,2.6,VS1,J,EX,EX,EX,M,8.7,8.76,5.49,29409.3
201128-164,ROUND,2.6,SI2,I,EX,EX,EX,N,8.77,8.79,5.47,28783.38
200659-442,ROUND,2.6,SI2,H,EX,EX,EX,N,8.91,8.85,5.33,22256.32
211012-167,ROUND,2.6,VVS2,H,EX,EX,EX,F,8.83,8.87,5.39,46703.43
201161-23,ROUND,2.6,SI2,E,EX,EX,EX,M,8.72,8.78,5.47,31563.61
200561-28,ROUND,2.6,SI2,E,EX,EX,EX,M,8.64,8.7,5.52,30860.67
210031-373,PRINCESS,2.59,VS1,J,VG,EX,EX,F,7.49,7.44,5.56,20906.05
211011-26,PEAR,2.59,SI1,D,EX,EX,EX,M,12.66,7.68,4.6,34277.05
200403-148,ROUND,2.59,VS1,H,EX,EX,EX,N,8.77,8.83,5.48,45760.51
200706-12,PRINCESS,2.51,SI1,F,EX,EX,EX,N,7.57,7.42,5.4,28331.68
210037-42,OVAL,2.51,SI1,D,GD,EX,EX,M,9.89,7.48,4.94,34269.71
201248-78,OVAL,2.51,SI1,D,EX,EX,EX,N,10.42,7.58,4.77,40964.68
200647-285,OVAL,2.51,SI2,I,EX,EX,EX,F,11.2,7.43,4.56,25770.18
200541-9,OVAL,2.51,VS1,H,GD,EX,EX,F,9.69,7.45,4.92,28167.95
200659-665,OVAL,2.51,SI2,G,EX,EX,EX,N,11.19,7.55,4.49,27058.19
200782-74,OVAL,2.51,SI1,G,EX,EX,VG,N,11.14,7.41,4.54,36452.96
201153-107,PEAR,2.51,SI1,D,EX,EX,EX,N,12.19,7.44,4.56,38616.18
211011-132,PEAR,2.51,SI1,G,EX,EX,EX,F,11.89,7.49,4.68,34882.62
210025-11,ROUND,2.51,VVS2,D,EX,EX,EX,M,8.59,8.65,5.41,56972.68
200807-161,ROUND,2.51,SI1,K,EX,EX,EX,F,8.62,8.67,5.41,20950.9
201193-53,ROUND,2.51,SI2,I,EX,EX,EX,N,8.68,8.71,5.37,22193.34
200794-11,ROUND,2.51,SI2,H,EX,EX,EX,ST,8.59,8.65,5.4,25081.79
210032-150,ROUND,2.51,VS1,H,EX,EX,EX,N,8.78,8.81,5.33,45406.07
210037-63,ROUND,2.51,VS2,G,EX,EX,EX,N,8.62,8.67,5.42,45959.9
201199-107,CUSHION,2.5,VS2,D,EX,EX,EX,ST,7.74,7.52,5.07,26946.47
200691-3,CUSHION,2.5,SI1,I,EX,EX,EX,F,8.03,7.38,5.0,21446.25
201142-34,CUSHION,2.5,VS2,H,EX,EX,VG,N,7.57,7.52,5.1,27737.2
211016-609,EMERALD,2.5,SI2,H,EX,EX,VG,N,9.51,6.25,4.27,25023.57
200474-189,EMERALD,2.5,SI1,F,EX,EX,EX,N,8.81,6.49,4.43,32165.78
200716-129,PRINCESS,2.5,VS2,F,EX,EX,VG,F,7.52,7.48,5.39,36431.09
200807-372,OVAL,2.5,SI1,D,VG,EX,EX,M,10.24,7.66,4.86,35131.95
200440-52,OVAL,2.5,VS2,D,EX,VG,EX,N,10.93,7.51,4.65,49611.66
211011-151,OVAL,2.5,SI2,J,VG,VG,VG,N,10.95,7.35,4.66,21318.89
200670-51,OVAL,2.5,SI1,J,VG,EX,EX,N,10.08,7.6,4.85,20602.44
211011-123,OVAL,2.5,SI2,I,EX,EX,EX,M,10.57,7.87,4.83,23698.05
201147-63,OVAL,2.5,SI2,I,EX,EX,EX,N,10.44,7.65,4.85,23623.35
211011-84,OVAL,2.5,SI2,I,VG,VG,VG,N,11.92,7.42,4.28,25668.79
200561-19,OVAL,2.5,SI1,H,EX,EX,EX,M,11.56,7.33,4.5,31646.61
200583-11,OVAL,2.5,IF,H,EX,EX,VG,F,10.71,7.84,4.75,39128.17
200672-1245,OVAL,2.5,SI1,G,EX,EX,VG,N,10.68,7.83,4.86,33551.91
200804-44,OVAL,2.5,VS2,G,EX,EX,EX,N,10.4,7.69,4.77,43099.98
200659-647,OVAL,2.5,VS2,G,EX,EX,EX,N,10.19,7.53,4.7,43037.74
211011-89,HEART,2.5,SI1,G,EX,EX,EX,N,8.41,9.17,5.41,28093.59
200647-57,PEAR,2.5,SI1,I,EX,EX,EX,VS,11.68,7.59,4.6,20362.97
210036-38,ROUND,2.5,VS1,L,EX,EX,EX,N,8.56,8.62,5.43,21742.31
211012-121,ROUND,2.5,VVS2,L,EX,EX,EX,F,8.62,8.65,5.42,22863.15
200709-226,ROUND,2.5,SI2,K,EX,EX,EX,N,8.6,8.66,5.39,20540.92
210055-72,ROUND,2.5,SI2,K,EX,EX,EX,N,8.61,8.67,5.4,20171.33
200804-32,ROUND,2.5,SI1,K,EX,EX,EX,N,8.57,8.62,5.41,20778.21
200715-456,ROUND,2.5,SI1,K,EX,EX,EX,N,8.6,8.66,5.41,20657.55
210045-74,ROUND,2.5,VS2,K,EX,EX,EX,ST,8.83,8.84,5.27,20838.06
210032-34,ROUND,2.5,VVS2,K,EX,EX,EX,N,8.76,8.81,5.33,28734.06
210032-192,ROUND,2.5,VVS1,K,EX,EX,EX,N,8.63,8.68,5.43,32353.68
200628-20,ROUND,2.5,SI2,J,EX,EX,EX,F,8.64,8.68,5.39,23499.11
211011-107,ROUND,2.5,SI2,J,EX,EX,EX,ST,8.68,8.7,5.4,22032.78
200803-20,ROUND,2.5,SI1,J,EX,EX,EX,ST,8.76,8.8,5.22,23948.14
200807-216,ROUND,2.5,VS1,J,EX,EX,EX,N,8.64,8.68,5.39,28579.89
210032-160,ROUND,2.5,VVS2,J,EX,EX,EX,N,8.58,8.63,5.39,35609.39
200707-75,ROUND,2.5,SI2,I,EX,EX,EX,ST,8.61,8.65,5.41,24059.7
200688-378,ROUND,2.5,SI2,I,EX,EX,EX,N,8.57,8.62,5.44,26023.39
210032-144,ROUND,2.5,VVS1,I,EX,EX,EX,N,8.67,8.73,5.33,42014.7
200402-203,ROUND,2.5,SI1,H,EX,EX,EX,N,8.66,8.7,5.34,28606.31
211014-7,ROUND,2.5,VS1,H,EX,EX,EX,N,8.65,8.7,5.42,44391.54
210032-24,ROUND,2.5,VS1,H,EX,EX,EX,N,8.65,8.7,5.31,43228.06
200709-116,ROUND,2.5,SI2,G,EX,EX,EX,N,8.59,8.53,5.44,24077.58
211016-60,ROUND,2.5,SI2,G,EX,EX,EX,F,8.57,8.63,5.44,31374.01
200597-14,ROUND,2.5,VS1,G,EX,EX,EX,N,8.66,8.72,5.45,48694.36
211006-13,ROUND,2.49,SI1,J,EX,EX,EX,N,8.58,8.62,5.39,26199.9
200773-146,EMERALD,2.41,VS2,F,EX,EX,EX,N,8.61,6.38,4.37,30050.8
210039-62,ROUND,2.41,SI2,D,EX,EX,EX,M,8.52,8.54,5.34,27546.82
200639-45,ROUND,2.41,VVS2,J,EX,EX,EX,N,8.5,8.55,5.35,32176.06
210018-123,CUSHION,2.4,VVS1,D,EX,EX,EX,ST,7.7,7.2,4.88,34971.49
200706-154,EMERALD,2.4,FL,D,EX,EX,VG,F,9.03,6.56,4.26,45461.23
210049-570,OVAL,2.4,VS2,H,VG,EX,EX,ST,10.29,7.25,4.63,26280.12
201184-116,OVAL,2.4,SI2,G,EX,EX,VG,N,10.43,7.76,4.72,21112.14
210002-84,PEAR,2.4,SI2,I,EX,EX,EX,N,11.42,7.56,4.75,20893.04
201215-69,PEAR,2.4,SI1,I,EX,EX,EX,N,11.92,7.45,4.46,24088.75
210039-69,ROUND,2.4,SI2,D,EX,EX,EX,F,8.6,8.64,5.3,35298.41
200419-22,ROUND,2.4,SI2,D,EX,EX,EX,N,8.59,8.64,5.21,35390.34
200793-1448,ROUND,2.4,SI2,H,EX,EX,EX,N,8.52,8.57,5.33,28209.27
200608-6,CUSHION,2.4,VVS2,H,EX,EX,EX,N,7.76,7.45,5.05,25289.58
201167-370,CUSHION,2.4,SI1,E,EX,EX,EX,F,7.8,7.69,5.22,26581.19
200709-86,ROUND,2.39,VS2,D,EX,EX,EX,M,8.63,8.67,5.19,42969.99
201247-40,ROUND,2.39,VS1,K,EX,EX,EX,F,8.54,8.59,5.3,23180.1
200705-23,ROUND,2.39,VS1,K,EX,EX,EX,F,8.52,8.57,5.32,22916.9
200807-119,ROUND,2.39,VS1,K,EX,EX,EX,F,8.49,8.53,5.33,24081.26
211014-55,ROUND,2.39,SI2,J,EX,EX,EX,N,8.46,8.51,5.36,20516.66
200718-138,ROUND,2.39,SI1,J,EX,EX,EX,N,8.46,8.51,5.32,24253.44
210032-56,ROUND,2.39,VS1,J,EX,EX,EX,M,8.57,8.61,5.28,24856.77
200803-9,ROUND,2.39,VS1,J,EX,EX,EX,N,8.44,8.5,5.34,28003.34
201170-20,ROUND,2.39,VVS1,J,EX,EX,EX,M,8.46,8.51,5.31,28933.29
200804-42,ROUND,2.39,VS1,I,EX,EX,EX,N,8.47,8.53,5.35,36241.38
200638-31,ROUND,2.39,SI1,H,EX,EX,EX,N,8.46,8.51,5.31,30265.22
200774-38,ROUND,2.39,VVS2,F,EX,EX,EX,M,8.5,8.55,5.31,45128.96
